"Data Source","Type","Full Object Name","Object Name","Owner","Modified Date","Attributes","Entity Sources","Residencies","PII Count","Open Access","Number of Entities"
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Loss Forecasting\Allowance\2014 Q4/Consolidated ALL Info Q4'14.xlsx","Consolidated ALL Info Q4'14.xlsx","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-29 18:02:43.902","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Loss Forecasting\Allowance\2015 Q1/Principal losses_DQ_Recoveries data Q1'15.xlsx","Principal losses_DQ_Recoveries data Q1'15.xlsx","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-29 18:02:43.912","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Loss Forecasting\Allowance\2015 Q1/Fee_interest_reserve data Q1'15.xlsx","Fee_interest_reserve data Q1'15.xlsx","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-29 18:02:43.912","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Loss Forecasting\Allowance\2013 Q4/Consolidated ALL Info Q4'13.xlsx","Consolidated ALL Info Q4'13.xlsx","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-29 18:02:43.879","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Loss Forecasting\Allowance\2013 Q1/SegmentALLQ113_Draft.pptx","SegmentALLQ113_Draft.pptx","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-29 18:02:43.870","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Loss Forecasting\Allowance\2013 Q1/Consolidated ALL Info Q1'13.xlsx","Consolidated ALL Info Q1'13.xlsx","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-29 18:02:43.868","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Loss Forecasting\Allowance\2012 Q2/Segment 13.xlsm","Segment 13.xlsm","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-29 18:02:43.850","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Loss Forecasting\Allowance\2012 Q1/Projected C-O Curves v3.xlsx","Projected C-O Curves v3.xlsx","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-29 18:02:43.837","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Loss Forecasting\Allowance\2012 Q1/BOD Risk Committee Q112.pptx","BOD Risk Committee Q112.pptx","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-29 18:02:43.832","[classifier.Oportun SSN]",,,1,"No",
"SAS Workspaces (DataScience)","file","Workspaces/Shared\Fraud\MichaelDong\Raw Data/credit card.xlsx","credit card.xlsx","S-1-5-21-498304819-3224205621-3506385323-12592","2020-09-18 18:49:43.808","[classifier.Oportun SSN]",,,1,"No",
